text,joy,sadness,anger,fear,surprise,neutral
"Lately, everything is going perfectly.",1,0,0,0,0,0
"Lately, the report is due on monday.",0,0,0,0,0,1
"In the morning, this is a major revelation.",0,0,0,0,1,0
"Finally, wow! that's incredible.",0,0,0,0,1,0
"In the morning, I'm worried sick.",0,0,0,1,0,0
"Lately, I miss them so much.",0,1,0,0,0,0
"Lately, the weather is mild today.",0,0,0,0,0,1
"In the morning, I'm pleasantly surprised!",0,0,0,0,1,0
"Finally, everything feels so grey and hopeless.",0,1,0,0,0,0
"Usually, the darkness is frightening.",0,0,0,1,0,0
"Actually, don't push me any further.",0,0,1,0,0,0
"In the morning, I have a bad feeling about this.",0,0,0,1,0,0
"Actually, data points were plotted on the graph.",0,0,0,0,0,1
"Finally, I'm worried sick.",0,0,0,1,0,0
"Surprisingly, what a delightful surprise!",1,0,0,0,0,0
"Actually, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"Actually, I'm really scared about the future.",0,0,0,1,0,0
"To be honest, panic is setting in.",0,0,0,1,0,0
"Usually, that loud noise startled me.",0,0,0,1,0,0
"Actually, I'm losing my patience.",0,0,1,0,0,0
"Surprisingly, the package arrived this morning.",0,0,0,0,0,1
"Finally, this is the best news ever.",1,0,0,0,0,0
"Surprisingly, the report is due on monday.",0,0,0,0,0,1
"Lately, this is a major revelation.",0,0,0,0,1,0
"Actually, a standard procedure was applied.",0,0,0,0,0,1
"Lately, cold shivers down my spine.",0,0,0,1,0,0
"Actually, feeling very grateful and happy.",1,0,0,0,0,0
"Actually, I'm seething with rage.",0,0,1,0,0,0
"Actually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"In the morning, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Usually, I have a bad feeling about this.",0,0,0,1,0,0
"Finally, a standard procedure was applied.",0,0,0,0,0,1
"Actually, how dare they treat people this way?",0,0,1,0,0,0
"Actually, I'm radiating positivity today.",1,0,0,0,0,0
"Usually, I feel really down lately.",0,1,0,0,0,0
"Finally, I'm so proud of this achievement.",1,0,0,0,0,0
"In the morning, cold shivers down my spine.",0,0,0,1,0,0
"Finally, simply amazing and unexpected.",0,0,0,0,1,0
"Finally, I just want to stay in bed and cry.",0,1,0,0,0,0
"Finally, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, everything is going perfectly.",1,0,0,0,0,0
"Usually, loneliness is a silent companion.",0,1,0,0,0,0
"To be honest, who would have thought?",0,0,0,0,1,0
"Actually, I feel absolutely wonderful.",1,0,0,0,0,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"In the morning, I feel absolutely wonderful.",1,0,0,0,0,0
"Usually, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, just leave me alone, i'm angry.",0,0,1,0,0,0
"Lately, this is the best news ever.",1,0,0,0,0,0
"Usually, I'm so sorry to hear that.",0,1,0,0,0,0
"Actually, who would have thought?",0,0,0,0,1,0
"Today, nightmares are haunting me.",0,0,0,1,0,0
"Usually, this is the best news ever.",1,0,0,0,0,0
"Lately, I've had enough of this nonsense.",0,0,1,0,0,0
"Lately, feeling very grateful and happy.",1,0,0,0,0,0
"Usually, wow! that's incredible.",0,0,0,0,1,0
"Surprisingly, I don't want to go in there alone.",0,0,0,1,0,0
"Usually, the car is parked in the driveway.",0,0,0,0,0,1
"Lately, this is completely unacceptable.",0,0,1,0,0,0
"To be honest, I never saw that coming.",0,0,0,0,1,0
"Surprisingly, oh my god, i didn't expect that!",0,0,0,0,1,0
"Surprisingly, this is a major revelation.",0,0,0,0,1,0
"Usually, nightmares are haunting me.",0,0,0,1,0,0
"Today, panic is setting in.",0,0,0,1,0,0
"Today, this is completely unacceptable.",0,0,1,0,0,0
"Finally, It's been a tough day.",0,1,0,0,0,0
"Finally, this is a major revelation.",0,0,0,0,1,0
"Actually, a constant state of dread.",0,0,0,1,0,0
"Usually, I never saw that coming.",0,0,0,0,1,0
"Surprisingly, I feel really down lately.",0,1,0,0,0,0
"Surprisingly, I'm so proud of this achievement.",1,0,0,0,0,0
"To be honest, the car is parked in the driveway.",0,0,0,0,0,1
"Lately, unbelievable, just unbelievable.",0,0,0,0,1,0
"Today, success at last, i'm thrilled!",1,0,0,0,0,0
"To be honest, I'm pleasantly surprised!",0,0,0,0,1,0
"To be honest, I'm over the moon with joy.",1,0,0,0,0,0
"Usually, It is what it is.",0,0,0,0,0,1
"Usually, I'm grinning from ear to ear.",1,0,0,0,0,0
"Today, what a turn of events!",0,0,0,0,1,0
"Today, this is the best news ever.",1,0,0,0,0,0
"In the morning, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Today, I just want to stay in bed and cry.",0,1,0,0,0,0
"Finally, just leave me alone, i'm angry.",0,0,1,0,0,0
"In the morning, a constant state of dread.",0,0,0,1,0,0
"Finally, the book is on the table.",0,0,0,0,0,1
"Finally, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Today, simply amazing and unexpected.",0,0,0,0,1,0
"Lately, a constant state of dread.",0,0,0,1,0,0
"Usually, the weather is mild today.",0,0,0,0,0,1
"Today, this is a major revelation.",0,0,0,0,1,0
"In the morning, what a turn of events!",0,0,0,0,1,0
"Today, It's been a tough day.",0,1,0,0,0,0
"Actually, I can't believe they did that to me.",0,0,1,0,0,0
"In the morning, Infuriated by the incompetence.",0,0,1,0,0,0
"Actually, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Lately, I'm absolutely stunned.",0,0,0,0,1,0
"Surprisingly, It's been a tough day.",0,1,0,0,0,0
"Today, I'm losing my patience.",0,0,1,0,0,0
"Usually, the weather is mild today.",0,0,0,0,0,1
"Finally, that loud noise startled me.",0,0,0,1,0,0
"Finally, deeply saddened by the news.",0,1,0,0,0,0
"Usually, I am absolutely furious with the service.",0,0,1,0,0,0
"Today, It's a very lonely day.",0,1,0,0,0,0
"To be honest, feeling very grateful and happy.",1,0,0,0,0,0
"In the morning, I'm so proud of this achievement.",1,0,0,0,0,0
"Actually, the darkness is frightening.",0,0,0,1,0,0
"Finally, deeply saddened by the news.",0,1,0,0,0,0
"Usually, the car is parked in the driveway.",0,0,0,0,0,1
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
"Actually, who would have thought?",0,0,0,0,1,0
"In the morning, heartbroken and lost.",0,1,0,0,0,0
"Surprisingly, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, I'm grinning from ear to ear.",1,0,0,0,0,0
"Surprisingly, the car is parked in the driveway.",0,0,0,0,0,1
"In the morning, don't push me any further.",0,0,1,0,0,0
"Usually, pure bliss and happiness.",1,0,0,0,0,0
"Usually, everything is going perfectly.",1,0,0,0,0,0
"To be honest, the sun rises in the east.",0,0,0,0,0,1
"To be honest, I am absolutely furious with the service.",0,0,1,0,0,0
"Today, this makes my blood boil.",0,0,1,0,0,0
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"Actually, stop bothering me right now.",0,0,1,0,0,0
"In the morning, I can't believe they did that to me.",0,0,1,0,0,0
"Surprisingly, what a turn of events!",0,0,0,0,1,0
"Today, I miss them so much.",0,1,0,0,0,0
"Usually, completely blindsided by this.",0,0,0,0,1,0
"Usually, heartbroken and lost.",0,1,0,0,0,0
"Actually, I never saw that coming.",0,0,0,0,1,0
"Today, I'm grinning from ear to ear.",1,0,0,0,0,0
"In the morning, my jaw dropped when i saw it.",0,0,0,0,1,0
"Finally, I feel really down lately.",0,1,0,0,0,0
"Surprisingly, the weather is mild today.",0,0,0,0,0,1
"Surprisingly, I'm really scared about the future.",0,0,0,1,0,0
"Actually, the uncertainty is paralyzing.",0,0,0,1,0,0
"Finally, the temperature remains constant.",0,0,0,0,0,1
"Usually, completely blindsided by this.",0,0,0,0,1,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
"Surprisingly, a standard procedure was applied.",0,0,0,0,0,1
"Actually, panic is setting in.",0,0,0,1,0,0
"Finally, life is grand!",1,0,0,0,0,0
"Usually, I'm so proud of this achievement.",1,0,0,0,0,0
"Finally, Instructions are followed step by step.",0,0,0,0,0,1
"To be honest, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Usually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Actually, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Today, the sun rises in the east.",0,0,0,0,0,1
"Finally, don't push me any further.",0,0,1,0,0,0
"Finally, this is the best news ever.",1,0,0,0,0,0
"Finally, success at last, i'm thrilled!",1,0,0,0,0,0
"Actually, I'm worried sick.",0,0,0,1,0,0
"Today, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Actually, I'm absolutely stunned.",0,0,0,0,1,0
"Lately, wow! that's incredible.",0,0,0,0,1,0
"Surprisingly, a standard procedure was applied.",0,0,0,0,0,1
"Surprisingly, this is completely unacceptable.",0,0,1,0,0,0
"Finally, this is completely unacceptable.",0,0,1,0,0,0
"Lately, panic is setting in.",0,0,0,1,0,0
"To be honest, It's been a tough day.",0,1,0,0,0,0
"Finally, I'm speechless, what a surprise.",0,0,0,0,1,0
"Today, that loud noise startled me.",0,0,0,1,0,0
"Lately, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Today, panic is setting in.",0,0,0,1,0,0
"To be honest, this is a major revelation.",0,0,0,0,1,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Finally, the sun rises in the east.",0,0,0,0,0,1
"Finally, everything is going perfectly.",1,0,0,0,0,0
"Surprisingly, this is completely unacceptable.",0,0,1,0,0,0
"Usually, I don't want to go in there alone.",0,0,0,1,0,0
"Surprisingly, that loud noise startled me.",0,0,0,1,0,0
"Lately, the car is parked in the driveway.",0,0,0,0,0,1
"In the morning, don't push me any further.",0,0,1,0,0,0
"Actually, what a beautiful day to be alive.",1,0,0,0,0,0
"In the morning, simply amazing and unexpected.",0,0,0,0,1,0
"Actually, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Usually, cold shivers down my spine.",0,0,0,1,0,0
"Finally, panic is setting in.",0,0,0,1,0,0
"Today, I just want to stay in bed and cry.",0,1,0,0,0,0
"Usually, I'm seething with rage.",0,0,1,0,0,0
"Today, nightmares are haunting me.",0,0,0,1,0,0
"In the morning, everything is going perfectly.",1,0,0,0,0,0
"Lately, what a turn of events!",0,0,0,0,1,0
"Usually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"In the morning, success at last, i'm thrilled!",1,0,0,0,0,0
"Today, what a delightful surprise!",1,0,0,0,0,0
"Usually, life is grand!",1,0,0,0,0,0
"Lately, what a beautiful day to be alive.",1,0,0,0,0,0
"Lately, the temperature remains constant.",0,0,0,0,0,1
"Lately, the report is due on monday.",0,0,0,0,0,1
"Lately, the uncertainty is paralyzing.",0,0,0,1,0,0
"Actually, I never saw that coming.",0,0,0,0,1,0
"To be honest, I don't want to go in there alone.",0,0,0,1,0,0
"Today, unbelievable, just unbelievable.",0,0,0,0,1,0
"Usually, I don't want to go in there alone.",0,0,0,1,0,0
"Actually, the book is on the table.",0,0,0,0,0,1
"In the morning, this is the best news ever.",1,0,0,0,0,0
"Finally, heartbroken and lost.",0,1,0,0,0,0
"Actually, observations were recorded accurately.",0,0,0,0,0,1
"Lately, I feel absolutely wonderful.",1,0,0,0,0,0
"Lately, the darkness is frightening.",0,0,0,1,0,0
"Finally, I'm speechless, what a surprise.",0,0,0,0,1,0
"Finally, unbelievable, just unbelievable.",0,0,0,0,1,0
"To be honest, trembling with anxiety.",0,0,0,1,0,0
"In the morning, a heavy heart today.",0,1,0,0,0,0
"To be honest, my jaw dropped when i saw it.",0,0,0,0,1,0
"Usually, data points were plotted on the graph.",0,0,0,0,0,1
"Today, the darkness is frightening.",0,0,0,1,0,0
"Finally, I am so happy today!",1,0,0,0,0,0
"Surprisingly, the report is due on monday.",0,0,0,0,0,1
"Surprisingly, my jaw dropped when i saw it.",0,0,0,0,1,0
"Usually, heartbroken and lost.",0,1,0,0,0,0
"Surprisingly, cold shivers down my spine.",0,0,0,1,0,0
"Surprisingly, simply amazing and unexpected.",0,0,0,0,1,0
"Surprisingly, feeling quite blue and isolated.",0,1,0,0,0,0
"Usually, Instructions are followed step by step.",0,0,0,0,0,1
"Today, oh my god, i didn't expect that!",0,0,0,0,1,0
"In the morning, I'm pleasantly surprised!",0,0,0,0,1,0
"Finally, I'm afraid of what might happen next.",0,0,0,1,0,0
"Today, this is a major revelation.",0,0,0,0,1,0
"Usually, trembling with anxiety.",0,0,0,1,0,0
"In the morning, stop bothering me right now.",0,0,1,0,0,0
"Usually, the sun rises in the east.",0,0,0,0,0,1
"Usually, a standard procedure was applied.",0,0,0,0,0,1
"Finally, I'm over the moon with joy.",1,0,0,0,0,0
"In the morning, I'm speechless, what a surprise.",0,0,0,0,1,0
"In the morning, It is what it is.",0,0,0,0,0,1
"Surprisingly, don't push me any further.",0,0,1,0,0,0
"Surprisingly, I miss them so much.",0,1,0,0,0,0
"Actually, this makes my blood boil.",0,0,1,0,0,0
"Usually, Is this for real? I'm shocked!",0,0,0,0,1,0
"Surprisingly, this is so frustrating!",0,0,1,0,0,0
"Actually, I'm speechless, what a surprise.",0,0,0,0,1,0
"Today, the meeting started on time.",0,0,0,0,0,1
"To be honest, everything feels so grey and hopeless.",0,1,0,0,0,0
"In the morning, I don't want to go in there alone.",0,0,0,1,0,0
"Actually, I can't believe they did that to me.",0,0,1,0,0,0
"Actually, simply amazing and unexpected.",0,0,0,0,1,0
"Lately, a constant state of dread.",0,0,0,1,0,0
"Finally, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Actually, Instructions are followed step by step.",0,0,0,0,0,1
"Today, It's been a tough day.",0,1,0,0,0,0
"Usually, I'm over the moon with joy.",1,0,0,0,0,0
"Actually, I am so happy today!",1,0,0,0,0,0
"Finally, the uncertainty is paralyzing.",0,0,0,1,0,0
"To be honest, don't push me any further.",0,0,1,0,0,0
"Lately, I feel so vulnerable and scared.",0,0,0,1,0,0
"Actually, I have a bad feeling about this.",0,0,0,1,0,0
"Lately, that's a twist i didn't foresee.",0,0,0,0,1,0
"Finally, I'm grinning from ear to ear.",1,0,0,0,0,0
"Today, I feel so vulnerable and scared.",0,0,0,1,0,0
"In the morning, who would have thought?",0,0,0,0,1,0
"Today, I'm radiating positivity today.",1,0,0,0,0,0
"Usually, panic is setting in.",0,0,0,1,0,0
"Usually, this makes my blood boil.",0,0,1,0,0,0
"Lately, I'm grinning from ear to ear.",1,0,0,0,0,0
"To be honest, a constant state of dread.",0,0,0,1,0,0
"To be honest, Instructions are followed step by step.",0,0,0,0,0,1
"Actually, completely blindsided by this.",0,0,0,0,1,0
"In the morning, this is completely unacceptable.",0,0,1,0,0,0
"Surprisingly, the weather is mild today.",0,0,0,0,0,1
"Surprisingly, such a heartwarming moment.",1,0,0,0,0,0
"Finally, wow! that's incredible.",0,0,0,0,1,0
"Usually, I am absolutely furious with the service.",0,0,1,0,0,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, everything is going perfectly.",1,0,0,0,0,0
"To be honest, everything is going perfectly.",1,0,0,0,0,0
"Surprisingly, who would have thought?",0,0,0,0,1,0
"Surprisingly, I am going to the store.",0,0,0,0,0,1
"Lately, I'm speechless, what a surprise.",0,0,0,0,1,0
"Actually, a standard procedure was applied.",0,0,0,0,0,1
"Actually, what a delightful surprise!",1,0,0,0,0,0
"Finally, this makes my blood boil.",0,0,1,0,0,0
"Surprisingly, the sun rises in the east.",0,0,0,0,0,1
"Usually, the meeting started on time.",0,0,0,0,0,1
"Today, nightmares are haunting me.",0,0,0,1,0,0
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
"In the morning, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"Usually, I'm grinning from ear to ear.",1,0,0,0,0,0
"Surprisingly, feeling quite blue and isolated.",0,1,0,0,0,0
"To be honest, the darkness is frightening.",0,0,0,1,0,0
"Actually, unbelievable, just unbelievable.",0,0,0,0,1,0
"Surprisingly, the meeting started on time.",0,0,0,0,0,1
"Lately, I miss them so much.",0,1,0,0,0,0
"Surprisingly, It's been a tough day.",0,1,0,0,0,0
"Usually, nightmares are haunting me.",0,0,0,1,0,0
"Surprisingly, I am so happy today!",1,0,0,0,0,0
"Usually, everything is going perfectly.",1,0,0,0,0,0
"Finally, I'm really scared about the future.",0,0,0,1,0,0
"In the morning, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Lately, I'm over the moon with joy.",1,0,0,0,0,0
"Today, stop bothering me right now.",0,0,1,0,0,0
"In the morning, panic is setting in.",0,0,0,1,0,0
"Finally, this is a major revelation.",0,0,0,0,1,0
"Lately, the uncertainty is paralyzing.",0,0,0,1,0,0
"Surprisingly, a standard procedure was applied.",0,0,0,0,0,1
"In the morning, I never saw that coming.",0,0,0,0,1,0
"Finally, nightmares are haunting me.",0,0,0,1,0,0
"Today, everything is going perfectly.",1,0,0,0,0,0
"Usually, how dare they treat people this way?",0,0,1,0,0,0
"Surprisingly, I'm really scared about the future.",0,0,0,1,0,0
"Today, this is completely unacceptable.",0,0,1,0,0,0
"Finally, life is grand!",1,0,0,0,0,0
"To be honest, how dare they treat people this way?",0,0,1,0,0,0
"In the morning, I miss them so much.",0,1,0,0,0,0
"To be honest, I feel so vulnerable and scared.",0,0,0,1,0,0
"Lately, I'm losing my patience.",0,0,1,0,0,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"Finally, that loud noise startled me.",0,0,0,1,0,0
"Actually, I will be there in ten minutes.",0,0,0,0,0,1
"In the morning, what a beautiful day to be alive.",1,0,0,0,0,0
"To be honest, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, the uncertainty is paralyzing.",0,0,0,1,0,0
"Usually, who would have thought?",0,0,0,0,1,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Today, I am so happy today!",1,0,0,0,0,0
"In the morning, success at last, i'm thrilled!",1,0,0,0,0,0
"To be honest, that loud noise startled me.",0,0,0,1,0,0
"Finally, Instructions are followed step by step.",0,0,0,0,0,1
"Actually, the car is parked in the driveway.",0,0,0,0,0,1
"To be honest, the temperature remains constant.",0,0,0,0,0,1
"Actually, I am so happy today!",1,0,0,0,0,0
"In the morning, I feel so vulnerable and scared.",0,0,0,1,0,0
"In the morning, the darkness is frightening.",0,0,0,1,0,0
"Actually, heartbroken and lost.",0,1,0,0,0,0
"In the morning, I feel absolutely wonderful.",1,0,0,0,0,0
"Surprisingly, Infuriated by the incompetence.",0,0,1,0,0,0
"Actually, panic is setting in.",0,0,0,1,0,0
"Surprisingly, wow! that's incredible.",0,0,0,0,1,0
"To be honest, I'm so proud of this achievement.",1,0,0,0,0,0
"To be honest, feeling very grateful and happy.",1,0,0,0,0,0
"Lately, trembling with anxiety.",0,0,0,1,0,0
"Actually, I can't believe they did that to me.",0,0,1,0,0,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
